sim_time,speed_m_s
28.902847,2.215781
28.936718,2.246451
28.968419,2.248822
29.002295,2.274240
29.038031,2.286240
29.069955,2.324005
29.102119,2.325256
29.136301,2.346885
29.172258,2.375006
29.205754,2.383221
29.239567,2.399902
29.275267,2.413243
29.305970,2.451571
29.342227,2.462508
29.374425,2.466321
29.407654,2.478408
29.441946,2.494014
29.474129,2.509040
29.509011,2.518835
29.542924,2.533419
29.574981,2.557066
29.609091,2.561357
29.641119,2.606472
29.674773,2.595677
29.710725,2.606356
29.745228,2.629047
29.778530,2.632725
29.810341,2.624949
29.844842,2.631475
29.875767,2.624401
29.911300,2.616145
29.943275,2.583133
29.978185,2.557334
